centos7 rootfs.tar.xz   https://images.linuxcontainers.org/images/centos/7/amd64/default/20151209_02:16/rootfs.tar.xz
centos6 rootfs.tar.xz   https://images.linuxcontainers.org/images/centos/6/amd64/default/20151209_02:16/rootfs.tar.xz
ubuntu_trusty  rootfs.tar.xz   https://images.linuxcontainers.org/images/ubuntu/trusty/amd64/default/20151209_03:49/rootfs.tar.xz
ubuntu_precise rootfs.tar.xz    https://images.linuxcontainers.org/images/ubuntu/precise/amd64/default/20151209_03:49/rootfs.tar.xz
opensuse_12_3   rootfs.tar.xz   https://images.linuxcontainers.org/images/opensuse/12.3/amd64/default/20151209_00:53/rootfs.tar.xz
scientific_6  scientific-6-x86_64.tar.gz  https://download.openvz.org/template/precreated/scientific-6-x86_64.tar.gz
